06-06-2025,version_2,,"['news_pct_30min', 'mdl77_2deepvaluefactor_coreepsp']",News Sentiment and Core Earnings,A 30-minute positive news sentiment combined with a high Core Earnings-to-Price ratio signals upward price movement.,Signal = news_pct_30min * mdl77_2deepvaluefactor_coreepsp; if Signal > 1 then 1 else -1,"if_else(greater(multiply(news_pct_30min,mdl77_2deepvaluefactor_coreepsp),1),1,-1)",0.32,1.6145,0.03,0.0135,0.1236,1.7e-05,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}"
06-06-2025,version_1,Disagreement in Option Market and Cross Section Stock .pdf,Momentum,Post-Earnings Announcement Drift,Stocks that have recently reported positive earnings surprises tend to experience continued positive price drift in the subsequent days.,signal = (Actual_EPS - Expected_EPS) * (Price_t - Price_t-1),"multiply(subtract(anl4_epsr_value, vec_avg(anl4_ady_median)), subtract(close, ts_delay(close,1)))",0.43,1.689,0.09,0.0681,0.2257,8.1e-05,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}"
06-06-2025,version_2,,"['adv20', 'volume', 'returns']",Volume Surge and Subsequent Price Reversion,A sudden surge in trading volume followed by a significant price movement predicts a partial price reversion in the subsequent trading days.,signal = -1 * (volume > 2 * adv20) * returns,"signal = -1 * multiply(greater(volume, multiply(2, adv20)), returns)",
07-06-2025,version_2,finding-alphas-a-quantitative-approach-to-building-trading-strategies.pdf,"['adv20', 'volume']",Volume_Surge_Reversal,"If average daily volume over the past 20 days significantly exceeds current volume, expect a price reversal.","if ts_mean(adv20,20) > 2*volume then -1 else 1","if_else(greater(ts_mean(adv20,20),multiply(2,volume)),-1,1)",1.07,0.6951,0.39,0.0928,0.1643,0.000267,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}"
07-06-2025,version_2,finding-alphas-a-quantitative-approach-to-building-trading-strategies.pdf,"['adv20', 'volume']",Volume_Surge_Alpha,A stock's price will increase if its average daily volume over the last 20 days exceeds its current volume by a significant margin.,"if_else(adv20 > volume * 1.5, 1, -1)","if_else(adv20 > multiply(volume,1.5),1,-1)",-0.71,0.7907,-0.17,-0.0434,0.3617,-0.00011,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}"
08-06-2025,version_1,Insead Faculty & Research Working Paper.pdf,Analyst Coverage and Forecast Accuracy,Customer Earnings Momentum,"The change in the customer's trailing twelve-month earnings per share, scaled by its price, predicts the supplier's future returns.","ts_delta(est_eps, 12)/news_ton_last","divide(ts_delta(est_eps, 12), news_ton_last)",0.73,1.2569,0.25,0.1479,0.2935,0.000235,"{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}"
06-06-2025,version_2,,"['adv20', 'historical_volatility_30', 'volume']",Volume and Volatility Breakout,"When the average daily volume over the last 20 days is significantly higher than the average daily volume over the last 30 days, and the 30-day historical volatility rises, the stock will see a price increase.","Signal = IF(adv20 > 1.5 * AVG(volume,30) AND historical_volatility_30 > 0.2, 1, 0)","if_else(and(greater(adv20, multiply(1.5, ts_mean(volume, 30))), greater(historical_volatility_30, 0.2)), 1, 0)",3.82,0.5007,3.88,0.5174,0.0095,0.002067,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2019-09-24', 'limit': 0.1, 'value': 0.500002}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 1.65, 'value': -4.57}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.0432,0.0485,0.0,"['if_else', 'and', 'greater', 'multiply', 'ts_mean', 'greater']","['adv20', 'volume', 'historical_volatility_30']"
06-06-2025,version_2,,"['adv20', 'volume', 'returns']",Volume Weighted Momentum,"Higher returns are predicted when recent average daily volume is significantly higher than current daily volume, indicating potential momentum exhaustion.",signal = returns * (adv20 / volume); if signal > 1 then long else if signal < -1 then short else neutral;,"if_else(greater(multiply(returns,divide(adv20,volume)),1),1,if_else(less(multiply(returns,divide(adv20,volume)),-1),-1,0))",1.17,0.6789,1.19,0.6997,0.7019,0.002061,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2021-04-05', 'limit': 0.1, 'value': 0.500024}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.51, 'value': 0.82}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.0914,0.1325,-1569.0,"['if_else', 'greater', 'multiply', 'divide', 'if_else', 'less', 'multiply', 'divide']","['returns', 'adv20', 'volume', 'returns', 'adv20', 'volume']"
06-06-2025,version_2,,"['adv20', 'volume', 'returns']",Volume_and_Average_Daily_Volume_Momentum,"The strength of the recent price move, relative to average daily volume over the past 20 days, predicts near-term returns.",Signal = (volume / adv20) * returns,"-(multiply(divide(volume,adv20),returns))",0.62,1.5627,0.22,0.2033,0.3988,0.00026,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2020-09-10', 'limit': 0.1, 'value': 0.447217}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.27, 'value': 0.51}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1157,0.4217,-3154.0,"['multiply', 'divide']","['volume', 'adv20', 'returns']"
07-06-2025,version_2,Insead Faculty & Research Working Paper.pdf,"['beta_last_30_days_spy', 'historical_volatility_30']",Beta_Volatility_Divergence,High beta combined with low historical volatility indicates a stock that might outperform in short term.,"signal = if_else(beta_last_30_days_spy>1 and historical_volatility_30<0.15,1,0)","if_else(and(beta_last_30_days_spy>1,historical_volatility_30<0.15),1,0)",1.57,0.2251,1.06,0.1018,0.0804,0.000905,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL'}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.68, 'value': 1.52}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.2216,0.2957,100.0,"['if_else', 'and']","['beta_last_30_days_spy', 'historical_volatility_30']"
07-06-2025,version_2,finding-alphas-a-quantitative-approach-to-building-trading-strategies.pdf,"['close', 'ts_mean(close,20)']",20_Day_Price_Reversion,The difference between current daily closing price and the 20_day moving average signals price reversion opportunities.,"close - ts_mean(close,20)","-(close - ts_mean(close,20))",1.34,0.3705,1.03,0.2207,0.234,0.001191,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-06-15', 'limit': 0.1, 'value': 0.204846}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.58, 'value': 1.15}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.3304,0.5872,-857.0,['ts_mean'],"['close', 'close']"
07-06-2025,version_2,finding-alphas-a-quantitative-approach-to-building-trading-strategies.pdf,"['close', 'ts_mean(close,20)']",20-Day_Mean_Reversion,The difference between the current closing price and a 20-day simple moving average forecasts short-term price mean reversion.,"subtract(close,ts_mean(close,20))","-(subtract(close,ts_mean(close,20)))",1.34,0.3705,1.03,0.2207,0.234,0.001191,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-06-15', 'limit': 0.1, 'value': 0.204846}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.58, 'value': 1.15}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.3304,0.5872,-857.0,"['subtract', 'ts_mean']","['close', 'close']"
03-06-2025,version_2,Buoi 7_Stock_Liquidity and Sovereign Liquidity - Upload (1).pdf,"['est_eps', 'anl4_epsr_number', 'close']",Analyst Coverage with Estimate Accuracy,"Stocks where consensus among those, high value from brokerage firms, should trade relative to recent stock price, implying long potential returns and an increase in value before the returns come back around to equilibrium. ",(est_eps / close) * anl4_epsr_number,"multiply(divide(est_eps,close),anl4_epsr_number)",0.9,0.0417,1.28,0.2518,0.4943,0.012089,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2019-08-15', 'limit': 0.1, 'value': 0.492032}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 0.39, 'value': 0.25}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.2467,0.393,-685.0,"['multiply', 'divide']","['est_eps', 'close', 'anl4_epsr_number']"
06-06-2025,version_2,,"['est_eps', 'eps', 'anl4_epsr_high', 'anl4_epsr_low']",Earnings Surprise and Analyst Dispersion,A positive earnings surprise coupled with a wide dispersion in analysts' estimates indicates future price appreciation.,Signal = (eps - est_eps) / ((anl4_epsr_high - anl4_epsr_low) / 2),"-(divide(subtract(eps, est_eps), divide(subtract(anl4_epsr_high, anl4_epsr_low), 2)))",0.9,0.0788,0.94,0.1356,0.2747,0.003443,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-04-21', 'limit': 0.1, 'value': 0.324691}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.39, 'value': 0.46}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1467,0.2402,316.0,"['divide', 'subtract', 'divide', 'subtract']","['eps', 'est_eps', 'anl4_epsr_high', 'anl4_epsr_low']"
,version_2,,"[""cash"", ""liabilities_curr""]",Cash to Current Liabilities Deviation Reversion,Stocks with a current cash to current liabilities ratio significantly deviating from their historical 3-year average will revert towards that average over time.,"(SMA(cash \/ liabilities_curr, 756) - (cash \/ liabilities_curr)) \/ (cash \/ liabilities_curr)","-(divide(subtract(ts_mean(divide(winsorize(ts_backfill(cash, 120)), winsorize(ts_backfill(liabilities_curr, 120))), 756), divide(winsorize(ts_backfill(cash, 120)), winsorize(ts_backfill(liabilities_curr, 120)))), divide(winsorize(ts_backfill(cash, 120)), winsorize(ts_backfill(liabilities_curr, 120)))))",1.26,0.0276,1.46,0.1676,0.2149,0.012139,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-11-10', 'limit': 0.1, 'value': 0.298732}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 0.55, 'value': 0.07}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.0832,0.5328,97.0,"['divide', 'subtract', 'ts_mean', 'divide', 'winsorize', 'ts_backfill', 'winsorize', 'ts_backfill', 'divide', 'winsorize', 'ts_backfill', 'winsorize', 'ts_backfill', 'divide', 'winsorize', 'ts_backfill', 'winsorize', 'ts_backfill']","['cash', 'liabilities_curr', 'cash', 'liabilities_curr', 'cash', 'liabilities_curr']"
,version_2,,"[""implied_volatility_call_120"", ""historical_volatility_120""]",Volatility Compression with Call Options,"Short stocks whose implied volatility for 120-day call options is significantly lower than their 120-day historical volatility, indicating a potential increase in price volatility.",IF (implied_volatility_call_120 < historical_volatility_120 * 0.8) THEN -1 ELSE 0,"if_else(less(implied_volatility_call_120,multiply(historical_volatility_120,0.8)),reverse(1),0)",1.21,0.2884,0.75,0.1096,0.1095,0.00076,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2022-01-25', 'limit': 0.1, 'value': 0.25}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'PASS', 'limit': 0.52, 'value': 1.55}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.176,0.4335,-561.0,"['if_else', 'less', 'multiply', 'reverse']","['implied_volatility_call_120', 'historical_volatility_120']"
,version_2,,"[""implied_volatility_call_270"", ""implied_volatility_put_270""]",Volatility Skew Mean Reversion,Stocks with call implied volatility far from its put implied volatility will revert toward a more neutral implied volatility.,signal = implied_volatility_put_270 - implied_volatility_call_270,"-(winsorize(ts_backfill(implied_volatility_put_270, 120)) - winsorize(ts_backfill(implied_volatility_call_270, 120)))",2.03,0.6282,1.08,0.1776,0.0773,0.000565,"{'name': 'CONCENTRATED_WEIGHT', 'result': 'FAIL', 'date': '2019-10-10', 'limit': 0.1, 'value': 0.500002}","{'name': 'LOW_SUB_UNIVERSE_SHARPE', 'result': 'FAIL', 'limit': 0.88, 'value': 0.5}","{'instrumentType': 'EQUITY', 'region': 'USA', 'universe': 'TOP3000', 'delay': 1, 'decay': 0, 'neutralization': 'MARKET', 'truncation': 0.08, 'pasteurization': 'ON', 'unitHandling': 'VERIFY', 'nanHandling': 'OFF', 'maxTrade': 'OFF', 'language': 'FASTEXPR', 'visualization': False}",-0.1251,0.73,-873.0,"['winsorize', 'ts_backfill', 'winsorize', 'ts_backfill']","['implied_volatility_put_270', 'implied_volatility_call_270']"
